name,genotype,age,sex,weight,rotation,shift,PFC file,mrspfc_exclude,,CrCH2,Ala,Asp,Cr,GABA,Glc,Gln,GSH,Glu,GPC,Ins,Lac,Lip09,Lip13a,Lip13b,Lip20,MM09,MM12,MM14,MM17,MM20,NAA,NAAG,PCh,PCr,sIns,Tau,tNAA,tCr, tCho,Glx,tLM09,tLM13,tLM20,,CrCH2_stdev,Ala_stdev,Asp_stdev,Cr_stdev,GABA_stdev,Glc_stdev,Gln_stdev,GSH_stdev,Glu_stdev,GPC_stdev,Ins_stdev,Lac_stdev,Lip09_stdev,Lip13a_stdev,Lip13b_stdev,Lip20_stdev,MM09_stdev,MM12_stdev,MM14_stdev,MM17_stdev,MM20_stdev,NAA_stdev,NAAG_stdev,PCh_stdev,PCr_stdev,sIns_stdev,Tau_stdev,tNAA_stdev,tCr_stdev, tCho_stdev,Glx_stdev,tLM09_stdev,tLM13_stdev,tLM20_stdev,,CrCH2_tCR,Ala_tCR,Asp_tCR,Cr_tCR,GABA_tCR,Glc_tCR,Gln_tCR,GSH_tCR,Glu_tCR,GPC_tCR,Ins_tCR,Lac_tCR,Lip09_tCR,Lip13a_tCR,Lip13b_tCR,Lip20_tCR,MM09_tCR,MM12_tCR,MM14_tCR,MM17_tCR,MM20_tCR,NAA_tCR,NAAG_tCR,PCh_tCR,PCr_tCR,sIns_tCR,Tau_tCR,tNAA_tCR,tCr_tCR,tCho_tCR,Glx_tCR,tLM09_tCR,tLM13_tCR,tLM20_tCR
FID_043_25,HET,pnd70,F,15,180,-2,25,N,,1.023441,0,3.791949,5.710153,13.22754,0,25.22596,3.168183,42.70586,4.926377,24.50922,2.153038,1.494052,0,0,15.87896,9.169416,0,21.05497,5.773913,58.02555,7.595822,1.096649,1.831643,10.46063,0.2576921,47.46628,8.692472,16.17079,6.75802,67.93182,10.66347,21.05497,73.90451,,2.666921,1.43787,4.297109,9.869275,6.227621,2.537016,7.573239,2.31856,7.242465,1.954476,5.434027,4.702278,96.06067,20.69128,8.356137,30.97934,109.0846,8.785105,20.44012,15.52777,40.1016,2.333241,2.080489,1.950684,10.24299,0.5998524,6.56666,1.24981,1.157222,0.3482546,5.069079,7.142853,1.801026,13.50405,,0.06328948678,0,0.2344937384,0.3531152776,0.817989721,0,1.559970787,0.1959201127,2.640926015,0.3046466499,1.515647659,0.1331436498,0.0923920229,0,0,0.9819532626,0.9819532626,0.5670357478,1.302037192,0.3570581895,3.588294078,0.4697248557,0.06781666202,0.1132686158,0.6468842895,0.01593565311,2.935309901,0.5375415796,1,0.4179152657,4.200896802,0.6594278944,1.302037192,4.570247341
FID_044_19,WT,pnd70,F,18.4,180,-1.8,19,N,,0,0,3.588696,1.275311,25.20579,0,0,2.184276,40.69864,3.282782,11.20412,0,3.645648,7.343275,0,30.15934,14.03006,5.609567,34.44641,12.23149,120.1566,5.076497,3.067705,2.688624,6.250104,0,39.10281,8.144202,7.525415,5.971406,40.69864,17.67571,47.39925,150.3159,,1.379033,1.555805,3.29698,2.425205,4.360061,2.246207,3.150327,1.401232,4.779756,1.218806,3.427894,1.448556,74.52532,57.50616,16.29083,25.05347,73.99024,84.45839,64.23973,17.6709,35.68071,1.7036,1.607763,1.380102,2.257203,0.2177887,5.082733,1.091971,0.6578823,0.2515334,2.560018,8.31751,10.59087,11.17886,,0,0,0.4768768234,0.1694671988,3.349421926,0,0,0.2902532286,5.408158886,0.436226042,1.488837493,0,0.4844447781,0.9757966836,0,4.007664694,1.864356982,0.7454162993,4.577343575,1.625357538,15.96677393,0.6745803388,0.4076459571,0.3572725225,0.8305328012,0,5.196100149,1.082226296,1,0.7934985645,5.408158886,2.348802026,6.298556292,19.9744333
FID_045_22,HET,pnd70,M,23.5,180,-1.8,22,N,,2.912952,0,3.243411,6.432717,27.09529,0,0,4.247522,41.66606,3.838428,15.2074,0,8.00749,0,0,29.70563,20.34517,7.272726,35.09213,25.21859,116.0114,8.542462,4.060745,2.640641,6.132751,0,44.44994,12.60321,12.56547,6.479069,41.66606,28.35266,42.36485,145.7171,,2.160997,1.597827,3.621487,1.791932,3.81907,2.293581,3.209152,1.616244,4.449637,1.330623,3.819211,1.502707,48.11673,56.98416,10.97408,27.08038,59.82009,35.57565,31.91223,16.98491,37.66812,1.932659,1.781433,1.218552,2.022257,0.2263917,5.020379,1.17593,0.9180086,0.2345896,2.56057,8.518693,2.804275,11.18314,,0.2318219693,0,0.2581209457,0.5119360438,2.15632921,0,0,0.3380312873,3.315917351,0.3054742879,1.210253178,0,0.6372614793,0,0,2.364068356,1.619133228,0.5787866272,2.792743129,2.006975465,9.232555567,0.6798362497,0.3231669806,0.2101505952,0.4880637971,0,3.537467361,1.003003469,1,0.5156248831,3.315917351,2.256394707,3.371529278,11.59662949
FID_046_20,WT,pnd70,M,25.4,180,-1.8,20,N,,0.5406665,0,2.775834,5.224644,20.37821,9.01566,0,2.028716,39.5602,3.423397,10.80535,0,7.682983,8.632268,0,21.32465,11.24742,6.993118,36.28137,19.12067,117.4937,5.011756,2.096408,2.836456,4.258057,0,43.23237,7.108164,9.482701,6.259853,39.5602,18.9304,51.90675,138.8184,,1.956983,1.537085,3.31013,1.898729,3.494716,3.5065,2.989995,1.444171,4.441779,1.151395,3.562303,1.486938,523.3073,55.34813,19.28191,25.44298,534.9691,92.68021,88.96809,17.55241,34.44546,1.647223,1.499236,1.041646,2.422782,0.2220186,4.938252,1.038404,0.8699111,0.2215449,2.385872,8.207934,10.61982,10.50487,,0.05701608645,0,0.2927260914,0.5509658061,2.148987931,0.9507481044,0,0.2139386236,4.171828259,0.3610149682,1.139480197,0,0.8102104031,0.9103174296,0,2.248794937,1.186098771,0.7374605611,3.82605863,2.016373816,12.39032002,0.5285156624,0.2210770961,0.2991189957,0.4490341939,0,4.55907763,0.7495927584,1,0.6601339639,4.171828259,1.996308858,5.473835988,14.63912023
FID_047_21,WT,pnd70,F,21.8,180,-1.8,21,N,,1.555088,0,5.488422,8.414709,19.018,3.365958,4.285129,3.537242,47.61498,3.906103,17.09808,0,13.49338,25.66299,0,33.73479,12.01587,7.189355,40.53662,21.39432,94.87834,8.332369,3.822946,2.705063,8.814452,0,46.26838,12.15531,17.22916,6.611166,51.9001,25.50924,73.38897,128.6131,,1.791266,1.53933,3.383033,1.740458,3.514492,3.366732,5.081574,1.791859,4.668864,1.255316,3.876538,1.629235,511.1366,173.7929,20.75641,24.25341,519.5549,65.31837,141.0333,18.10018,33.99888,1.614583,1.618587,1.145613,2.13425,0.2151556,4.85177,0.9866452,0.9176864,0.2232151,3.615765,8.104212,10.54127,11.16798,,0.09025907241,0,0.3185542418,0.4883992603,1.103826304,0.1953640224,0.2487137504,0.2053055401,2.763627478,0.2267146512,0.992391968,0,0.783171089,1.489509065,0,1.958005498,0.6974147318,0.4172783235,2.35279143,1.241750613,5.506846532,0.4836201533,0.2218881246,0.1570049265,0.5116007977,0,2.685469286,0.7055079876,1,0.3837195777,3.012340706,1.48058524,4.259579109,7.464850289
FID_049_24,HET,pnd70,M,22.6,180,-1.8,24,N,,3.040485,0,3.504701,9.661097,20.36534,0,10.17017,5.563692,53.21514,5.658561,30.29242,2.296119,5.804807,0,0,20.52175,17.75218,6.480068,39.74568,22.49033,109.9842,8.811149,4.994588,3.099323,11.67281,0,55.1953,13.80574,21.33391,8.757885,63.38531,23.55699,46.22574,130.5059,,2.069733,1.683994,3.654555,1.806846,3.937521,2.268521,5.400939,1.983936,4.902153,1.523519,4.592672,5.351343,49.93648,87.22454,17.9661,25.59908,61.38612,49.20948,40.55291,18.77254,34.56333,1.714854,1.870144,1.350666,2.33008,0.2236593,5.437903,0.9285877,0.963625,0.2454225,3.74849,8.586628,3.285948,11.97853,,0.1425188819,0,0.1642784187,0.4528516807,0.9545995085,0,0.4767138326,0.260791013,2.494392261,0.2652378772,1.419918805,0.1076276688,0.2720929731,0,0,0.9619310291,0.8321109445,0.3037449769,1.86302839,1.054205722,5.155370019,0.4130114452,0.2341149841,0.1452768386,0.5471481787,0,2.587209752,0.6471265699,1,0.4105147626,2.971106094,1.104204058,2.166772992,6.117298704
FID_050_20,WT,pnd70,F,20.6,180,-1.8,20,N,,5.668957,0,4.267062,9.159234,20.149,3.161045,10.32954,5.760708,49.33801,4.995168,16.86757,0,0,0,0,32.74873,12.3422,7.872921,36.1553,13.25916,115.574,6.697821,2.958699,2.625302,9.244745,0,57.37905,9.656521,18.40398,7.62047,59.66755,12.3422,44.02822,148.3228,,2.013852,1.509936,3.287161,1.619952,3.327783,3.382043,4.665468,1.666695,4.259784,1.092479,3.738544,1.430768,79.87866,54.21386,10.47256,23.64208,88.0343,34.2828,30.36325,16.22277,32.4037,1.411065,1.35584,0.9993512,1.909762,0.2172518,4.643967,0.8262722,0.8578793,0.206755,3.15941,2.847715,2.244982,11.09362,,0.3080288611,0,0.2318553921,0.4976768069,1.094817534,0.1717587717,0.5612666391,0.3130142502,2.680833711,0.2714178129,0.9165175141,0,0,0,0,1.779437383,0.6706266797,0.4277836098,1.964537019,0.7204506851,6.279837296,0.3639332905,0.1607640847,0.142648601,0.5023231388,0,3.117752247,0.5246974296,1,0.4140664139,3.24210035,0.6706266797,2.392320574,8.059278482
FID_052_26,KO,pnd70,M,22.5,180,-1.8,26,N,,0.5060354,0,2.588206,6.589721,17.18356,9.828144,4.115541,4.590881,39.18619,3.66534,11.16637,0,5.445168,4.448817,0,27.53881,10.4319,7.059978,32.81873,18.76771,91.58812,5.237823,2.91301,2.636271,6.404145,0,43.78633,8.150833,12.99387,6.301611,43.30173,15.87707,44.32752,119.1269,,1.669386,1.483919,3.138879,1.619767,3.230951,3.340593,4.211446,1.539612,4.20261,1.087085,3.444509,1.398235,366.7221,70.4846,15.38269,23.91174,378.9808,80.7085,65.04879,18.42315,32.76814,1.513013,1.403854,0.9898901,1.806446,0.2118773,4.451612,0.9240553,0.8186878,0.208133,2.879522,7.9674,10.28581,10.34468,,0.03894416367,0,0.1991866934,0.5071407518,1.322435887,0.7563677334,0.316729427,0.3533112922,3.015744347,0.2820822434,0.8593567582,0,0.4190566783,0.3423781368,0,2.119369364,0.8028324125,0.5433314324,2.525708661,1.444351067,7.048563669,0.4030995385,0.2241834034,0.2028857454,0.4928589404,0,3.369768206,0.6272829419,1,0.4849679888,3.332473697,1.221889245,3.411417845,9.167930724
FID_055_22,HET,pnd30,F,16.7,0,0,22,N,,6.366339,0,4.407781,6.054406,14.50707,8.763054,0,5.214494,35.96559,5.550277,15.71992,1.280566,14.93003,0,0,28.14164,9.07083,2.801565,25.90519,21.07104,92.16456,9.886164,0.3065054,1.307707,9.424253,0,42.30816,10.19267,15.47866,6.857984,35.96559,24.00086,28.70675,120.3062,,3.185054,1.575699,4.191661,6.831008,6.10916,4.503008,3.781587,2.107649,5.83169,2.018831,4.555626,6.763342,214.6271,77.29918,17.7072,29.05812,210.8808,35.27786,37.20456,17.2903,36.93779,3.046583,2.209711,1.922819,7.36112,0.2358163,6.201179,1.291029,1.267558,0.3423621,3.135638,8.577848,3.367773,12.9771,,0.4112978126,0,0.2847650249,0.3911453575,0.9372303546,0.5661377664,0,0.3368827793,2.323559662,0.3585760654,1.015586621,0.08273106328,0.9645557174,0,0,1.818092781,0.5860216582,0.1809953187,1.673606759,1.361296133,5.954298369,0.6386963729,0.01980180455,0.08448450964,0.6088545779,0,2.733321877,0.6584982163,1,0.443060575,2.323559662,1.550577376,1.854601755,7.77239115
FID_057_35,HET,pnd30,M,18.2,0,0,35,N,,0.9036718,0,1.587084,3.718281,10.28823,2.069826,8.646316,2.374243,12.65639,1.311799,15.01055,2.524252,0,4.185143,0,0,3.332394,0,5.43857,2.378861,11.58523,1.682277,2.037167,1.182514,3.653388,0,18.5255,3.719444,7.371669,2.494313,21.30271,3.332394,9.623713,11.58523,,2.102636,1.134634,2.695749,14.60736,4.692938,3.0956,4.628601,1.593644,4.109715,1.385113,4.386895,5.257512,65.16065,34.56892,7.518992,6.299975,75.13587,27.32524,30.2111,13.80441,20.15323,1.384316,1.592508,1.341604,13.75682,0.1745261,4.809469,0.7071263,0.7111926,0.2063518,3.040376,2.061277,4.032851,4.82159,,0.1225871373,0,0.2152950709,0.5044015134,1.395644596,0.2807811908,1.172911589,0.3220767237,1.716896133,0.1779514246,2.036248508,0.3424261182,0,0.56773344,0,0,0.4520542092,0,0.7377664407,0.3227031762,1.571588469,0.2282084288,0.2763508508,0.1604133338,0.4955984866,0,2.513067258,0.5045592796,1,0.3383647584,2.889808265,0.4520542092,1.305499881,1.571588469
FID_058_18,HET,pnd30,F,19.5,0,0,18,N,,0.7504641,0,3.781044,4.876544,20.88004,7.769571,0,1.97111,34.16103,2.736005,13.03574,0,5.469548,7.869007,0,8.543339,27.70174,22.36888,52.94105,23.40499,119.89,8.977599,7.6868,2.020301,3.482465,0,31.40586,16.6644,8.359009,4.756306,34.16103,33.17129,83.17893,128.4333,,2.917797,1.612428,4.343197,4.872979,7.014856,4.507722,4.010545,1.878191,6.351925,1.709303,4.602188,1.496389,59.36098,104.0017,17.70176,30.23544,65.17113,136.0145,66.21867,18.90574,41.08666,3.124691,2.875113,1.835669,5.527074,0.2381932,6.404893,1.976927,1.045965,0.3125162,3.273922,8.474338,10.82458,12.57798,,0.08977907549,0,0.4523316101,0.5833878155,2.497908544,0.9294847033,0,0.2358066608,4.086732052,0.3273121252,1.559483905,0,0.6543297178,0.9413803718,0,1.022051657,3.313998107,2.676020567,6.33341225,2.799971863,14.34260927,1.074002791,0.9195826922,0.2416914493,0.4166121845,0,3.757127191,1.993585603,1,0.5690035745,4.086732052,3.968328064,9.950812351,15.36465626
FID_063_23,WT,pnd30,M,21.8,0,0,23,N,,8.475116,0,3.628325,10.96966,19.37012,4.319013,2.534697,9.954695,57.28104,6.380764,26.76451,2.676246,6.319438,3.869674,0,31.28807,19.2619,0,56.32157,23.19675,120.4906,11.96882,5.101021,1.842338,13.96712,0,60.58631,17.06984,24.93679,8.223102,59.81573,25.58134,60.19125,151.7787,,3.069267,2.035047,4.57094,2.472973,5.010662,4.767272,7.120603,2.64241,6.337078,2.236065,5.098899,7.549721,239.8527,62.47015,13.57444,30.54497,237.2635,21.74883,72.51754,24.23619,42.09337,2.63482,2.915614,2.098793,3.237814,0.2715754,6.692022,1.145122,1.273252,0.32778,4.72528,6.852432,3.421144,14.70566,,0.339863952,0,0.1455008844,0.4398986397,0.7767687822,0.1731984349,0.1016448789,0.39919713,2.29704946,0.2558775207,1.073294117,0.1073211909,0.2534182627,0.1551793154,0,1.254695171,0.7724290095,0,2.258573377,0.9302219732,4.831840826,0.4799663469,0.2045580446,0.073880319,0.5601009593,0,2.429595389,0.6845243514,1,0.3297578397,2.398694058,1.025847352,2.413752933,6.086537201
FID_070_22,HET,pnd70,F,19.4,0,0,22,N,,2.298412,0,5.072388,10.87389,20.26821,1.388835,31.22866,4.497083,65.36168,6.218672,32.0834,0.8617549,0,0,0,0.06655279,24.45579,13.49024,71.0996,9.782996,96.87535,15.79607,6.40411,3.203292,12.69603,0,63.23186,22.20018,23.56992,9.421964,96.59034,24.45579,84.58985,96.9419,,2.25741,1.644657,3.662982,2.46222,5.649296,4.174053,6.62736,2.012576,6.363507,1.730431,5.021446,6.480387,83.00652,93.11133,18.42266,7.990015,94.04022,56.06589,39.56496,17.74437,23.75623,2.634616,2.512881,1.656439,2.901581,0.2276608,6.139478,1.28682,0.9052502,0.2840671,4.751777,2.967711,2.687186,6.893887,,0.09751462882,0,0.2152059914,0.4613460716,0.8599184893,0.05892404387,1.324937038,0.1907975504,2.773097236,0.2638393342,1.361201056,0.03656163873,0,0,0,0.002823632409,1.037584769,0.5723498425,3.016539725,0.415062758,4.110126381,0.6701791945,0.2717069044,0.1359059343,0.5386539284,0,2.682735453,0.9418860989,1,0.3997452685,4.098034274,1.037584769,3.588889992,4.112949895
FID_072_20,HET,pnd70,M,23.7,0,0,20,N,,0,0,4.271278,2.20821,15.54872,0,9.538563,0.6709183,32.16754,1.892938,7.535745,0,0.9824377,0,0,0,9.050941,3.044495,18.45798,6.528393,53.72189,3.823437,3.811041,1.572869,4.656377,0,25.46387,7.634478,6.864586,3.465807,41.70611,10.03338,21.50248,53.72189,,0.9365255,1.359568,2.883159,1.809255,3.293029,1.766443,4.835828,1.23384,4.096507,1.629012,2.988,1.267842,87.82239,47.89657,9.236104,6.659808,97.15711,28.81851,26.69724,14.60313,21.04979,1.353131,1.310702,1.685557,1.95649,0.1889495,4.152127,0.8336417,0.5165596,0.2310397,3.392034,7.212412,2.325061,5.589298,,0,0,0.6222193152,0.3216814532,2.265063035,0,1.389532158,0.09773616355,4.686013111,0.2757541387,1.097771228,0,0.1431168172,0,0,0,1.318497721,0.4435074453,2.688870094,0.9510250145,7.825947552,0.5569799839,0.555174194,0.2291280202,0.6783186925,0,3.709454583,1.112154178,1,0.504882159,6.075546289,1.461614728,3.132378267,7.825947552
FID_074_21,KO,pnd70,F,20.4,0,0,21,N,,2.634537,0,9.714029,8.50087,20.68789,0,39.13996,2.58949,60.89653,3.970895,23.57174,1.150477,0,0,0,0,19.8415,19.3413,0,20.81497,50.10822,16.17313,4.193096,5.007091,13.04033,0,54.0162,20.36622,21.5412,8.977986,100.0365,19.8415,19.3413,50.10822,,2.52187,1.121258,3.887612,5.590275,4.446811,2.374154,6.433093,2.234845,5.499847,2.058763,4.498117,3.98034,63.94104,23.93533,6.576422,8.767979,58.8988,25.30271,6.231651,12.83208,27.24611,1.838165,1.453573,1.977394,6.684605,0.2389467,5.843086,1.102444,0.8094494,0.2821525,4.591879,3.411156,2.708232,6.983358,,0.1223022394,0,0.4509511541,0.3946330752,0.9603870722,0,1.816981412,0.1202110375,2.826979463,0.1843395447,1.094263087,0.0534082131,0,0,0,0,0.9210953893,0.8978747702,0,0.966286465,2.326157317,0.7507998626,0.1946547082,0.2324425287,0.6053669248,0,2.50757618,0.9454542922,1,0.4167820734,4.643961339,0.9210953893,0.8978747702,2.326157317
FID_075_26,HET,pnd70,F,21.6,0,0,26,N,,1.799826,0,6.79062,12.31854,27.07237,0,24.24938,2.329837,60.89083,5.247443,30.23825,0,0,0,0,0,37.32704,23.24539,55.88445,27.82752,99.68891,13.32709,9.109642,3.009601,12.99346,0,29.33877,22.43673,25.31199,8.257044,85.14021,37.32704,79.12983,99.68891,,2.279184,1.549682,3.681213,9.33162,5.570768,2.194577,6.848293,2.019725,6.015002,1.737025,4.554266,1.456179,73.97923,55.97741,10.41185,8.068091,83.98772,36.90791,30.92574,16.14246,26.49689,2.496597,2.795139,1.626131,9.40272,0.223282,5.493595,1.182876,0.983389,0.285777,4.714241,2.922708,2.280976,6.524522,,0.07110566968,0,0.2682768127,0.4866681758,1.069547278,0,0.9580194998,0.09204479774,2.405612123,0.207310567,1.1946216,0,0,0,0,0,1.474678206,0.9183548982,2.207825224,1.099380965,3.93840666,0.5265129292,0.3598943426,0.1189002129,0.5133322192,0,1.159085872,0.8864071928,1,0.32621078,3.363631623,1.474678206,3.126179727,3.93840666
FID_076_21,HET,pnd70,F,21.7,0,0,21,N,,0,0,10.33193,7.043215,12.81197,7.276157,16.19077,0.3770822,40.43444,3.39287,11.40669,0.1503074,0,0,0,0,23.30951,9.142091,54.55916,5.182429,85.16424,7.266149,7.145591,2.471017,5.918371,0,35.02494,14.41174,12.96159,5.863887,56.62521,23.30951,63.70125,85.16424,,0.906026,1.529844,3.212157,1.565497,3.240257,3.754808,4.548666,1.357555,4.306669,1.271856,3.458025,3.168327,67.72897,63.21742,13.40766,7.298521,77.27321,39.07054,32.19668,16.34767,23.33797,1.249243,1.567191,1.136279,1.527685,0.2117601,4.434043,0.9499773,0.7221757,0.2234176,3.287854,2.785788,2.404586,5.821299,,0,0,0.7971190263,0.5433912815,0.9884566631,0.5613629964,1.249134558,0.02909227957,3.119558634,0.2617634102,0.8800378657,0.01159637051,0,0,0,0,1.798352671,0.7053217236,4.20929531,0.3998297277,6.570508711,0.5605908689,0.5512896952,0.1906415031,0.4566084099,0,2.702210146,1.111880564,1,0.4524049133,4.368693193,1.798352671,4.914616957,6.570508711
FID_077_22,HET,pnd70,M,26.5,0,0,22,N,,0.4385091,0,2.014274,3.895316,13.85864,2.365959,7.473308,0.5639057,24.16468,2.166113,11.38181,0,0.2512385,6.591277,0,1.535569,20.96334,10.01116,32.45332,14.84969,74.33978,6.11019,6.258251,1.511862,3.167631,0,25.76542,12.36844,7.062947,3.677975,31.63798,21.21458,49.05576,75.87535,,2.289309,1.267751,3.382119,2.279682,6.22463,3.402361,7.041822,1.514891,6.777429,1.453111,4.107138,1.184491,56.42861,82.87907,14.60318,22.90966,65.29534,111.1604,57.1537,14.46319,31.3272,2.215096,2.783582,1.492724,2.548915,0.1833282,5.110465,1.48768,0.93126,0.2426713,4.054441,2.98628,8.299153,10.48456,,0.06208585453,0,0.2851888879,0.5515142617,1.962161121,0.3349818426,1.058100535,0.07984000163,3.421331068,0.3066868547,1.611481723,0,0.03557134154,0.933219094,0,0.2174119387,2.968072676,1.417419669,4.594869535,2.102477903,10.52532038,0.8651048918,0.8860679544,0.2140554077,0.4484857383,0,3.647970174,1.751172705,1,0.5207422624,4.47943047,3.00364423,6.945508723,10.74273246
FID_080_21,WT,pnd70,F,23.1,0,0,21,N,,0,0,7.518445,5.915907,14.0626,5.979959,5.567906,1.718534,32.37075,2.759674,8.529323,0,22.41057,4.166077,0,5.836926,3.928485,1.48091,35.8743,6.130103,88.55846,5.371584,2.664576,2.256014,2.996815,0,30.42314,8.036161,8.912722,5.015688,37.93866,26.33905,41.52128,94.39539,,1.148997,1.439288,3.269054,1.712965,3.202759,3.560296,4.181997,1.492119,4.453343,1.184468,3.431716,1.316041,252.6103,32.41109,12.6408,23.49473,236.9237,26.18061,62.27489,15.86966,32.41757,1.609907,1.498374,1.065881,1.619841,0.2107821,4.622382,1.026485,0.7459494,0.2199911,3.077717,8.034506,8.975749,10.28437,,0,0,0.8435632795,0.663759848,1.577812031,0.6709464292,0.6247144251,0.1928180863,3.631971243,0.3096331289,0.9569829509,0,2.514447326,0.4674303765,0,0.6548982455,0.4407727516,0.166156871,4.025066641,0.6877924612,9.936185601,0.6026872599,0.2989632124,0.2531228956,0.336240152,0,3.41345102,0.9016505844,1,0.5627560245,4.256686117,2.955219517,4.658653103,10.5910843
FID_082_28,HET,pnd30,M,20.5,0,0,28,N,,0.04277032,0,2.920026,3.247581,7.419047,4.315394,5.757743,0,25.41494,2.183186,13.15698,0,9.041795,2.360652,0,0,0.06476173,11.97712,14.91659,11.04579,37.39465,5.655747,1.495004,1.212563,3.24782,0,20.40887,7.150751,6.495401,3.395749,31.17269,9.106557,29.25436,37.39465,,1.808041,1.186542,2.809894,1.405948,4.854361,3.369053,5.333703,0.9626518,4.932851,1.260284,3.903397,1.100503,99.19059,39.70294,8.415086,5.883184,92.03641,33.65152,39.24587,12.55306,18.83324,1.762261,1.45784,1.265684,1.307589,0.1722629,4.572909,0.878475,0.6397359,0.2184687,3.080018,2.476214,7.970577,4.932525,,0.006584708165,0,0.4495528452,0.4999816024,1.142199997,0.6643768414,0.8864338014,0,3.912759197,0.3361125818,2.025583948,0,1.3920303,0.3634343746,0,0,0.009970397517,1.843938504,2.296484851,1.700555516,5.757096444,0.8707309987,0.2301634649,0.1866802373,0.5000183976,0,3.142049275,1.100894464,1,0.5227928191,4.799194076,1.402000739,4.503857422,5.757096444
FID_083_25,KO,pnd30,M,21.4,0,0,25,N,,0,0,4.826489,5.919951,16.58896,0,18.77102,0.6630766,32.42561,1.128955,4.805277,0,2.29943,14.25674,0,0,9.427526,9.84417,25.87555,13.30048,10.49805,8.242033,5.358152,2.929229,2.764904,0,21.62652,13.60018,8.684855,4.058184,51.19663,11.72696,49.97646,10.49805,,1.183361,1.422888,3.298326,2.449056,5.498951,2.018975,7.058795,1.820999,6.860528,1.40146,3.355952,1.347602,54.98888,76.71552,15.33378,7.219495,67.39134,120.8302,64.33533,15.32239,25.42882,2.165034,2.110076,1.521353,1.970205,0.1917676,4.40767,1.34883,0.7599438,0.2460725,4.595892,7.531929,10.39855,5.966721,,0,0,0.5557362788,0.6816407413,1.910102126,0,2.161350995,0.07634860916,3.733581044,0.1299912319,0.5532938662,0,0.2647631998,1.641563388,0,0,1.085513345,1.133486972,2.979387681,1.531456772,1.208776658,0.9490121597,0.6169535358,0.3372801273,0.3183592587,0,2.490141747,1.56596512,1,0.4672713592,5.89493204,1.350277005,5.754438042,1.208776658
FID_087_30,HET,pnd30,M,19.5,0,0,30,N,,0.9915737,0,2.707265,5.665892,8.838625,0,14.88419,3.58607,23.07715,2.182885,18.17028,0.9497783,0,0,0,0,5.329892,8.699538,11.8171,5.166179,20.44701,4.212611,1.851496,2.254657,6.525175,0,31.34617,6.064107,12.19107,4.437543,37.96134,5.329892,20.51664,20.44701,,1.926018,1.170142,2.396283,2.420983,4.787164,1.713523,5.327615,1.628695,4.487728,1.508073,4.168208,5.10193,38.21817,61.39478,13.08709,6.022002,34.1042,34.02922,25.36843,12.88117,18.89214,1.218816,1.030314,1.62439,2.137174,0.1700621,4.94456,0.7132706,0.6983262,0.2123824,3.44984,2.291772,2.013175,4.803651,,0.08133606812,0,0.2220695148,0.4647575643,0.7250081412,0,1.220909239,0.2941554761,1.892955253,0.1790560632,1.49045818,0.07790770621,0,0,0,0,0.4371964069,0.7135992165,0.9693242677,0.423767479,1.67721209,0.3455489141,0.1518731334,0.1849433233,0.5352421896,0,2.57124026,0.4974220474,1,0.3639994685,3.113864493,0.4371964069,1.682923648,1.67721209
FID_092_34,WT,pnd30,M,19.5,0,0,34,N,,2.910469,0,5.133208,11.22158,30.28444,4.526942,24.88212,7.233676,61.71695,6.133092,27.75871,0,0,0,0,33.52925,15.26872,14.45575,78.17211,11.70329,100.508,11.99454,6.995193,3.864909,11.60836,0,68.4497,18.98973,22.82994,9.998001,86.59907,15.26872,92.62786,134.0372,,2.695448,1.888681,4.46814,2.564358,5.197058,4.730523,5.866393,2.333718,6.176313,1.974751,5.168318,1.768623,83.75699,66.35068,12.54024,30.16748,95.43976,43.33327,37.1762,17.28191,35.77299,2.043752,2.535446,1.797383,3.621399,0.2709199,6.782027,1.300032,1.288217,0.3247833,4.393842,3.520913,2.772506,15.08552,,0.1274847415,0,0.2248454442,0.4915291061,1.326522978,0.198289702,1.089889855,0.3168504166,2.703333868,0.2686424931,1.215890624,0,0,0,0,1.468652568,0.6688024585,0.6331926409,3.424104925,0.5126290301,4.402464483,0.5253864005,0.3064043532,0.1692912465,0.5084708939,0,2.998242659,0.8317906223,1,0.4379337396,3.793223723,0.6688024585,4.057297566,5.871114861
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,note to chan !!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,