name,genotype,age,sex,weight,rotation,shift,thal file,mrsthal_exclude,,CrCH2,Ala,Asp,Cr,GABA,Glc,Gln,GSH,Glu,GPC,Ins,Lac,Lip09,Lip13a,Lip13b,Lip20,MM09,MM12,MM14,MM17,MM20,NAA,NAAG,PCh,PCr,sIns,Tau,tNAA,tCr, tCho,Glx,tLM09,tLM13,tLM20,,CrCH2_stdev,Ala_stdev,Asp_stdev,Cr_stdev,GABA_stdev,Glc_stdev,Gln_stdev,GSH_stdev,Glu_stdev,GPC_stdev,Ins_stdev,Lac_stdev,Lip09_stdev,Lip13a_stdev,Lip13b_stdev,Lip20_stdev,MM09_stdev,MM12_stdev,MM14_stdev,MM17_stdev,MM20_stdev,NAA_stdev,NAAG_stdev,PCh_stdev,PCr_stdev,sIns_stdev,Tau_stdev,tNAA_stdev,tCr_stdev, tCho_stdev,Glx_stdev,tLM09_stdev,tLM13_stdev,tLM20_stdev,,CrCH2_tCR,Ala_tCR,Asp_tCR,Cr_tCR,GABA_tCR,Glc_tCR,Gln_tCR,GSH_tCR,Glu_tCR,GPC_tCR,Ins_tCR,Lac_tCR,Lip09_tCR,Lip13a_tCR,Lip13b_tCR,Lip20_tCR,MM09_tCR,MM12_tCR,MM14_tCR,MM17_tCR,MM20_tCR,NAA_tCR,NAAG_tCR,PCh_tCR,PCr_tCR,sIns_tCR,Tau_tCR,tNAA_tCR,tCr_tCR,tCho_tCR,Glx_tCR,tLM09_tCR,tLM13_tCR,tLM20_tCR
FID_045_12,HET,pnd70,M,23.5,180,-1.8,12,N,,4.253783,0,7.89471,18.62792,52.09603,0,33.31652,2.830483,87.52757,5.149754,51.63812,6.171497,0,0,0,18.58842,48.05387,27.84959,69.41068,36.43871,178.86,22.85058,13.41837,6.056273,14.2374,0,46.67814,36.26895,32.86532,11.20603,120.8441,48.05387,97.26027,197.4484,,4.197573,2.583455,6.755793,4.415716,9.432714,3.854788,12.37351,3.231426,10.87904,2.738227,8.077278,11.03819,35.72913,128.1661,28.75162,49.25548,30.80787,62.03595,58.22819,20.01645,60.56301,5.219793,4.366576,2.926178,4.125925,0.3705001,9.037543,2.224376,1.769749,0.4477231,7.720119,5.161522,3.836986,10.37784,,0.1294307495,0,0.2402140007,0.5667956375,1.585136856,0,1.013728757,0.08612370121,2.663219771,0.1566926474,1.571203932,0.1877814365,0,0,0,0.5655937627,1.462145204,0.847385329,2.111973351,1.108728289,5.442210817,0.6952794009,0.4082835646,0.1842754916,0.4332043625,0,1.420285578,1.103562965,1,0.3409682303,3.676948832,1.462145204,2.95935868,6.007803971
FID_052_16,KO,pnd70,M,22.5,180,-1.8,16,Y,,3.429964,0,12.29099,12.09283,38.62787,8.371276,24.9065,3.08856,66.42735,6.309172,32.5177,0,19.38349,0,0,11.24049,30.99638,14.5347,62.98134,43.00458,162.167,20.75498,15.90061,2.892177,20.07426,0,47.47849,36.65559,32.16709,9.201349,91.33385,50.37987,77.51603,173.4075,,4.148102,2.861282,7.46089,13.03296,7.642397,7.001134,11.28424,3.707901,9.427609,3.020468,7.424795,2.672437,3.749468,101.3789,19.30972,48.64994,11.39129,63.19942,54.30613,22.70704,62.3527,3.836982,5.627369,2.720537,14.15927,0.4195912,9.37216,2.285287,1.956527,0.457291,7.406534,3.834045,3.475618,9.013779,,0.1066296019,0,0.3820982874,0.375937954,1.200850621,0.2602434973,0.7742851467,0.09601614569,2.065071786,0.1961374809,1.010899649,0,0.6025876136,0,0,0.3494406861,0.9636053494,0.4518500119,1.957943351,1.336912354,5.041394792,0.6452240473,0.4943129764,0.08991105506,0.624062046,0,1.475995808,1.139537024,1,0.2860485359,2.839356933,1.566192963,2.409793052,5.390835789
FID_053_26,KO,pnd30,F,15.1,0,0,26,N,,28.52247,0,14.90052,26.36954,43.75709,0,8.271958,0,80.46733,8.498635,38.88674,6.021976,43.01827,0,0,0,0,9.140557,52.55952,41.52411,220.4822,36.92025,10.85269,6.086507,8.821893,0,39.27671,47.77294,35.19143,14.58514,88.73929,43.01827,61.70007,220.4822,,6.263885,2.528044,6.150078,28.25628,9.665517,3.779046,11.19651,1.970792,9.1012,2.821994,6.827919,10.02069,99.81865,116.1784,26.88641,12.95298,89.74984,56.76444,53.72456,19.38656,23.65328,4.206082,3.45091,2.635385,26.01706,0.373249,8.659092,1.998226,1.473452,0.452395,6.235287,4.60367,3.606925,8.055047,,0.810494771,0,0.423413314,0.7493170923,1.243401874,0,0.2350560349,0,2.286560393,0.2414972907,1.105005963,0.1711205257,1.222407558,0,0,0,0,0.2597381522,1.493531806,1.179949493,6.265224232,1.049126165,0.3083901393,0.1729542391,0.250682993,0,1.116087354,1.357516304,1,0.414451473,2.521616484,1.222407558,1.753269759,6.265224232
FID_055_15,HET,pnd30,F,16.7,0,0,15,N,,1.799826,0,6.79062,12.31854,27.07237,0,24.24938,2.329837,60.89083,5.247443,30.23825,0,0,0,0,0,37.32704,23.24539,55.88445,27.82752,99.68891,13.32709,9.109642,3.009601,12.99346,0,29.33877,22.43673,25.31199,8.257044,85.14021,37.32704,79.12983,99.68891,,2.279184,1.549682,3.681213,9.33162,5.570768,2.194577,6.848293,2.019725,6.015002,1.737025,4.554266,1.456179,73.97923,55.97741,10.41185,8.068091,83.98772,36.90791,30.92574,16.14246,26.49689,2.496597,2.795139,1.626131,9.40272,0.223282,5.493595,1.182876,0.983389,0.285777,4.714241,2.922708,2.280976,6.524522,,0.07110566968,0,0.2682768127,0.4866681758,1.069547278,0,0.9580194998,0.09204479774,2.405612123,0.207310567,1.1946216,0,0,0,0,0,1.474678206,0.9183548982,2.207825224,1.099380965,3.93840666,0.5265129292,0.3598943426,0.1189002129,0.5133322192,0,1.159085872,0.8864071928,1,0.32621078,3.363631623,1.474678206,3.126179727,3.93840666
FID_057_19,HET,pnd30,M,18.2,0,0,19,N,,14.34735,0,11.10778,16.68906,69.49606,0,8.048764,3.127232,28.94924,3.848502,40.80306,9.565915,22.75871,29.12321,0,0,0,11.80858,40.3706,29.69642,74.11548,18.49922,4.797825,3.76168,2.28986,0,24.39981,23.29705,18.97892,7.610182,36.99801,22.75871,81.3024,74.11548,,3.842911,1.903283,4.342084,29.90316,6.383487,2.71171,7.790341,2.137305,6.785782,2.004382,5.977211,9.259015,69.60135,49.21614,20.07295,8.870982,62.48891,43.16934,78.72451,18.03555,15.31095,2.842827,2.384596,2.00738,29.07794,0.2630267,6.464537,1.449692,0.9372866,0.3205364,5.058726,3.471196,3.57762,7.590314,,1.885283427,0,1.459594527,2.192990917,9.131983966,0,1.057630948,0.4109273602,3.804014148,0.5057043314,5.361640497,1.256988992,2.990560541,3.826874311,0,0,1.551681681,5.304813998,3.902195769,9.73898916,2.430851194,0.6304481286,0.4942956686,0.3008942493,0,3.206205844,3.061299979,2.493885166,1,4.861645884,2.990560541,10.6833713,9.73898916,9.73898916
FID_058_16,HET,pnd30,F,19.5,0,0,16,N,,18.18666,0,10.71322,23.79498,41.3735,0,16.0652,0.672043,73.85047,5.861235,36.31178,4.744805,50.61631,0,0,0,0,25.17284,64.93536,39.31389,163.5417,30.19646,6.935679,4.816338,9.610755,0,37.12959,37.13214,33.40574,10.67757,89.91567,50.61631,90.10819,163.5417,,3.401729,1.986018,4.754623,4.015654,6.277332,2.919629,9.110246,2.194233,6.888673,2.032894,5.492684,7.87266,14.04825,94.45211,21.53641,10.00654,19.17438,44.7564,43.68576,15.12224,17.34676,4.263151,2.74172,2.125821,3.555934,0.2865365,6.784762,1.53374,1.121524,0.3300832,5.645263,3.873056,2.812448,9.16834,,0.5444172169,0,0.3206999755,0.7123021373,1.238514698,0,0.4809113643,0.02011759057,2.210711991,0.1754559246,1.086992235,0.1420356202,1.515197987,0,0,0,0,0.7535483423,1.943838394,1.176860324,4.895616741,0.9039302826,0.2076193792,0.1441769588,0.287697713,0,1.111473358,1.111549692,1,0.3196327936,2.691623356,1.515197987,2.697386437,4.895616741
FID_062_14,KO,pnd30,F,17.8,0,0,14,N,,0,0,11.31732,13.13695,38.87224,6.184211,8.389361,4.80524,65.40524,4.471948,28.54873,0,0,13.64489,0,5.469969,62.4829,26.87098,80.77278,43.73895,161.4381,17.57899,14.03099,4.321348,10.27713,0,40.85674,31.60998,23.41409,8.793296,73.7946,62.4829,121.2887,166.9081,,2.20065,2.491458,6.123206,3.594787,7.025434,5.879758,9.566159,3.001684,8.66357,2.558255,6.649555,2.270349,34.37921,92.19472,22.10696,43.35778,27.65689,127.0185,91.20151,24.59175,57.07037,3.621989,4.582736,2.447026,2.957534,0.3534577,8.13428,2.43972,1.451927,0.423784,6.251549,4.949021,4.553489,8.498911,,0,0,0.483355108,0.5610702786,1.660207166,0.2641234829,0.3583039529,0.2052285611,2.793413709,0.1909938845,1.219297013,0,0,0.5827640536,0,0.2336186886,2.668602538,1.147641442,3.449750983,1.868061069,6.894912422,0.7507868126,0.5992541243,0.18456186,0.4389292943,0,1.744963823,1.350040937,1,0.3755557444,3.15171762,2.668602538,5.180158614,7.128532435
FID_063_12,WT,pnd30,M,21.8,0,0,12,N,,1.157066,0,4.6459,9.937757,35.04299,0,0,3.57303,41.45152,3.768054,25.3263,0,55.37092,15.08061,0,35.90158,0,22.71594,62.54859,36.19791,139.369,11.63732,7.831932,2.776355,7.255478,0,37.55592,19.46925,17.19323,6.544409,41.45152,55.37092,100.3451,175.2706,,3.642017,2.394201,5.886214,3.652729,7.91054,3.315005,5.295926,2.380933,7.538701,2.152663,6.760905,2.195856,114.0508,79.14146,20.56971,42.49502,120.3123,109.0485,85.57714,24.895,58.14696,3.677724,3.259134,2.278013,3.163933,0.3354513,8.623563,2.299415,1.500044,0.4003963,4.201429,4.946756,5.556904,17.9417,,0.06729776778,0,0.2702168237,0.5780040749,2.038185379,0,0,0.2078160997,2.410921043,0.219159169,1.473039097,0,3.220507141,0.8771248916,0,2.088123058,0,1.321214222,3.637977855,2.10535833,8.106039412,0.6768547853,0.4555241802,0.1614795475,0.421996216,0,2.184343489,1.132378849,1,0.3806387165,2.410921043,3.220507141,5.836314642,10.19416363
FID_067_31,WT,pnd30,F,13,0,0,31,N,,16.95221,0,15.16684,26.70271,50.93955,0,30.06514,0.6153071,83.29781,6.183421,48.23044,0,0,0,0,0,75.09082,35.64898,92.93287,52.1956,180.664,41.442,7.083064,6.770869,13.08535,0,49.23262,48.52507,39.78806,12.95429,113.3629,75.09082,128.5818,180.664,,3.837982,2.427045,5.55731,4.141755,7.026251,3.391161,10.00173,2.705402,7.072919,2.566983,3.486108,2.244801,160.865,84.68496,16.09762,11.93142,170.2203,54.68406,44.70875,18.46116,17.14968,3.983117,2.998838,2.592043,3.757984,0.3115849,4.802352,1.711337,1.195204,0.3616069,5.869742,4.464893,2.91179,6.794022,,0.4260627434,0,0.3811907391,0.6711236989,1.280272273,0,0.7556322173,0.01546461677,2.09353786,0.1554089594,1.212183756,0,0,0,0,0,1.887270201,0.8959718066,2.335697443,1.311840788,4.54065868,1.041568752,0.1780198381,0.1701733887,0.3288763011,0,1.237371714,1.219588741,1,0.3255823481,2.849168821,1.887270201,3.231667993,4.54065868
FID_069_13,HET,pnd70,F,22.2,0,0,13,N,,1.573514,0,0,4.349961,15.99779,0,7.91705,0,22.82317,1.631899,15.0452,0,1.931332,12.01352,0,15.92168,16.26023,9.282316,37.2218,13.98676,104.1964,4.540078,1.975785,1.176826,1.931495,0,14.52963,6.515862,6.281456,2.808725,30.74022,18.19156,58.51763,120.1181,,1.722421,1.391041,1.294428,1.692577,4.234794,1.899392,4.94011,0.736289,4.062248,0.923994,4.098137,1.274104,80.02007,72.78166,16.77263,20.89609,99.01369,131.8636,78.17023,20.49625,29.43263,1.539811,1.371401,0.95689,1.408219,0.201979,4.139437,0.830915,0.676707,0.195491,2.981897,7.567049,8.513121,10.37184,,0.2505014761,0,0,0.692508393,2.546828315,0,1.260384535,0,3.633420341,0.2597962956,2.395177169,0,0.3074656576,1.912537475,0,2.534711697,2.588608437,1.477733188,5.925664368,2.226674835,16.58793757,0.7227747834,0.3145425201,0.1873492388,0.307491607,0,2.313099065,1.037317144,1,0.4471455344,4.893804876,2.896073777,9.315934076,19.12265246
FID_070_14,HET,pnd70,F,19.4,0,0,14,N,,1.040416,0,9.852881,14.62421,34.57432,5.83633,19.87085,4.945118,67.38567,4.835126,33.37736,2.798991,37.39266,5.198767,0,14.50715,5.435879,11.01038,53.1727,31.63884,144.4784,16.98017,12.06331,3.416981,14.40003,0,42.60024,29.04348,29.02423,8.252108,87.25651,42.82854,69.38185,158.9856,,3.217444,2.14416,5.345564,3.738167,8.064821,5.342053,9.625178,2.782315,9.111785,2.264994,6.407597,10.6566,63.24546,96.98078,21.12439,36.56613,54.47036,45.08654,70.91618,22.44694,46.124,3.296001,4.059938,2.208121,4.1043,0.301971,7.520246,1.922004,1.565271,0.3670856,6.051358,4.180559,3.551351,8.260408,,0.03584646345,0,0.3394708835,0.503862118,1.191222644,0.2010847488,0.6846297042,0.1703789558,2.321703969,0.1665892945,1.149982618,0.0964363568,1.288325651,0.1791181713,0,0.499828936,0.1872876214,0.3793513213,1.832010703,1.090083699,4.97785471,0.5850342972,0.4156289417,0.1177285668,0.4961382266,0,1.467747465,1.000663239,1,0.2843178958,3.006333329,1.475613307,2.390480299,5.477685368
FID_081_19,HET,pnd30,F,16,0,0,19,N,,0.9164992,0,1.19641,8.778582,37.60504,8.426515,10.85387,2.472822,47.9551,3.775138,26.76975,1.455984,6.03254,16.04549,0,33.53867,18.6872,21.3312,53.10497,24.40382,151.0091,8.110275,3.04941,3.069418,5.656554,0,43.73262,11.15969,14.43514,6.844556,58.80896,24.71974,90.48166,184.5477,,3.432339,2.650344,5.454477,2.951286,7.501893,5.391251,8.302405,2.31974,7.087129,1.591516,6.598555,7.13395,61.09147,172.8793,41.45448,40.49864,74.69508,220.6837,114.3097,30.35834,57.30245,2.632116,2.339609,1.791788,2.459308,0.3685394,7.228755,1.657215,1.13393,0.3664936,5.177917,11.26966,7.077133,17.87887,,0.06349084249,0,0.08288177323,0.6081397202,2.605103934,0.5837501403,0.7519061124,0.1713057165,3.32210841,0.2615241695,1.854484958,0.1008638642,0.4179065807,1.11155763,0,2.323404553,1.294563129,1.477727268,3.67886768,1.690584227,10.46121479,0.5618424899,0.2112490769,0.212635139,0.3918600027,0,3.029594448,0.7730919132,1,0.4741593085,4.07401383,1.712469709,6.268152578,12.78461449
FID_082_16,HET,pnd30,M,20.5,0,0,16,N,,1.293074,0,5.849012,8.932278,21.40556,8.791829,7.255781,3.752942,47.56938,4.120029,25.22109,0,10.09955,3.905881,0,0,20.6006,12.45544,51.5888,29.53515,109.7576,11.66974,8.419929,2.624075,9.23899,0,32.79092,20.08967,18.17127,6.744104,54.82516,30.70015,67.95012,109.7576,,2.653501,1.591244,3.940977,2.805225,6.244017,4.637202,7.684281,2.155199,7.046262,1.97123,5.256404,1.626209,8.61313,45.8289,9.727723,8.527014,13.88742,35.36454,39.02237,16.49081,28.33493,2.290623,2.815126,1.911604,3.185844,0.2476108,6.133047,1.391468,1.026864,0.3169767,5.034499,7.777548,3.255316,7.013294,,0.07116035368,0,0.3218824001,0.4915604688,1.17798921,0.4838312897,0.3992996087,0.2065316293,2.617834637,0.2267331342,1.387965178,0,0.555797696,0.2149481572,0,0,1.133690711,0.685446862,2.839031064,1.625376212,6.040172206,0.6422082771,0.4633649162,0.1444079032,0.5084394211,0,1.804547508,1.105573248,1,0.3711410375,3.01713419,1.689488407,3.739426028,6.040172206
FID_083_16,KO,pnd30,M,21.4,0,0,16,N,,0.08319879,0,8.752127,10.57955,34.13573,6.543632,0,4.02384,67.98411,4.734541,25.99437,0,0,20.2331,0,0,49.17657,24.12301,80.93702,35.94537,176.789,10.17992,8.864732,4.208648,10.50453,0,40.5536,19.04465,21.08407,8.943189,67.98411,49.17657,125.2931,176.789,,2.946945,2.319063,4.877385,3.110809,5.515519,5.223611,4.561118,2.407925,6.7997,1.999179,6.118593,2.192671,146.4002,102.923,25.99405,11.02661,168.1855,162.1539,102.1012,26.63994,32.68308,1.991307,2.405008,1.782886,4.146516,0.3236805,6.870906,1.499754,1.195055,0.3459379,3.745208,4.850826,15.14893,9.200656,,0.00394604979,0,0.4151061441,0.5017793054,1.619029438,0.3103590531,0,0.1908474028,3.224430103,0.2245553634,1.232891467,0,0,0.9596391968,0,0,2.332404038,1.14413441,3.83877591,1.704859166,8.384956036,0.4828251851,0.4204469061,0.1996126934,0.4982211689,0,1.923423703,0.9032719963,1,0.4241680567,3.224430103,2.332404038,5.942548094,8.384956036
FID_085_16,WT,pnd30,F,15,0,0,16,N,,3.170516,0,8.234709,9.095286,23.65757,0,15.39102,2.155264,41.52917,3.169489,25.283,1.386427,15.63531,0,0,0,16.8441,12.80172,42.59122,25.96707,91.7414,11.30912,7.453449,2.116866,7.877315,0,24.7454,18.76257,16.9726,5.286355,56.92019,32.47941,55.39294,91.7414,,2.190171,1.673344,3.75756,2.059466,5.745636,2.323096,6.927118,1.909212,5.467763,1.647239,4.742724,6.709871,11.91473,92.76151,18.8044,7.971116,20.98599,53.41986,40.66009,18.8115,24.91969,1.917139,2.235269,1.552638,2.483226,0.2272684,5.517824,1.310382,0.9706012,0.272931,4.532114,8.595707,3.25467,6.760356,,0.1868020221,0,0.4851766376,0.5358805369,1.393868353,0,0.9068156912,0.1269849051,2.446836077,0.1867415128,1.489636237,0.08168618833,0.9212088896,0,0,0,0.9924289738,0.7542580394,2.509410462,1.52994061,5.405264956,0.666316298,0.4391459765,0.1247225528,0.4641195221,0,1.457961656,1.105462333,1,0.3114640656,3.353651768,1.913637863,3.263668501,5.405264956
FID_088_18,KO,pnd30,F,17.4,0,0,18,N,,3.735873,0,8.948635,12.34277,20.09539,3.137459,14.97849,1.37604,46.62157,3.518478,19.37667,0,16.06036,2.844999,0,0,6.181303,9.719119,34.478,22.67359,83.2155,11.12158,6.315811,2.81971,7.875063,0,28.51741,17.43739,20.21783,6.338187,61.60006,22.24167,47.04212,83.2155,,2.374613,1.322289,3.260953,4.017083,6.080235,3.564624,6.797153,1.632298,6.183852,1.512609,4.008885,1.224022,25.77775,40.48988,8.151661,6.912388,23.83088,20.62101,30.33882,14.40563,22.29612,2.259349,2.158873,1.5598,3.793304,0.1971943,4.89844,1.114917,0.8818044,0.2527007,4.159072,6.595784,1.440193,5.698207,,0.1847811066,0,0.4426110517,0.6104893552,0.9939439594,0.1551827768,0.7408554726,0.0680607167,2.305963103,0.1740284689,0.9583951393,0,0.794366161,0.1407173272,0,0,0.3057352347,0.4807201861,1.705326437,1.121465063,4.115946172,0.5500877196,0.3123881742,0.1394665006,0.3895107932,0,1.410507953,0.8624758443,1,0.3134949201,3.046818575,1.100101742,2.326764049,4.115946172
FID_090_15,WT,pnd30,M,21.3,0,0,15,N,,0,0,14.54811,16.91126,67.79446,0,13.30337,4.431454,41.03555,5.025635,39.8845,58.33924,3.796604,69.39622,0,0,47.89002,0,58.1532,42.80153,118.567,16.75387,12.5454,4.522832,7.697566,0,35.27444,29.29927,24.60883,9.548466,54.33892,51.68662,127.5494,118.567,,1.394835,2.621222,5.487177,2.921387,6.856125,3.190391,8.373385,2.439845,6.197563,2.270248,6.77053,12.34285,104.6242,201.3268,19.32539,12.36777,110.4328,80.39305,132.8098,26.43597,22.3801,3.254425,2.727933,2.421889,2.016765,0.3526238,8.056054,1.655299,1.09702,0.391702,5.31606,2.50063,4.349096,10.40711,,0,0,0.5911743874,0.6872029268,2.754883511,0,0.5405933561,0.1800757696,1.667513246,0.204220802,1.620739385,2.370662888,0.1542781189,2.819972343,0,0,1.946050259,0,2.363103,1.739275293,4.818067336,0.680807255,0.5097926232,0.1837889896,0.3127969107,0,1.433405814,1.190599878,1,0.388009751,2.208106602,2.100328216,5.183074531,4.818067336
FID_092_23,WT,pnd30,M,19.5,0,0,23,N,,11.30952,0,17.51219,24.56323,52.5793,0,47.27399,2.277355,77.70346,7.61412,54.90544,0,0,0,0,0,77.64018,37.69213,103.2544,51.04521,190.2104,36.98528,14.61303,4.96605,20.44533,0,51.52456,51.59831,45.00856,12.58017,124.9774,77.64018,140.9465,190.2104,,3.924852,2.482118,5.848476,5.073185,8.629793,3.55145,11.65464,3.006487,8.832508,2.737791,3.813135,2.315215,112.2125,87.92754,16.47935,12.62137,122.8687,57.24897,46.27946,19.01508,20.38744,4.41438,4.254958,2.629548,5.756394,0.3234695,5.346499,2.02568,1.468773,0.4091313,6.462911,4.569707,3.025326,8.523118,,0.2512748686,0,0.389085765,0.5457457426,1.16820667,0,1.050333314,0.05059826397,1.726415153,0.1691704867,1.219888839,0,0,0,0,0,1.725009198,0.8374435885,2.294105832,1.134122265,4.226093881,0.8217387981,0.3246722401,0.1103356784,0.4542542574,0,1.144772461,1.146411038,1,0.279506165,2.776747357,1.725009198,3.131548754,4.226093881
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,mean,5.459608722,0,9.179136333,13.07411744,34.85518692,3.180721458,15.35866378,2.734919008,55.31699578,4.493553194,29.70848606,3.866907139,14.98386571,10.62641192,0,14.59595358,26.48177467,16.83429533,58.79717472,32.47597806,147.1379608,16.11408464,7.826517919,3.515819683,9.761425472,0.04829453056,39.43879014,23.94060264,22.83554264,8.009372889,70.6756575,41.46564028,86.25787944,161.7339192,,3.112304,2.129158278,4.883791167,7.791638333,6.480949167,4.114483167,7.691596167,2.231507919,7.049923333,2.042329489,5.620155778,5.4341865,100.2594435,100.9290181,21.50842881,24.47148264,103.2643042,84.41643444,72.40928056,21.05157175,36.26252706,3.009499519,2.884667453,2.016364047,7.66985175,0.3166700472,6.671732389,1.612753589,1.206134531,0.3365309353,4.964581222,5.404710781,5.545328972,10.19406008,,0.2907758915,0,0.4685643174,0.650528174,1.895133849,0.1730404703,0.7320289705,0.13238007,2.771184486,0.2194991053,1.552441595,0.2010780861,0.8486048265,0.765494064,0,1.044350078,1.205245758,1.286419226,3.034325989,2.345884231,7.396588667,0.6839956229,0.3356964798,0.2042362058,0.3946984313,0.2367893456,1.975999059,1.087031333,1,0.7545046395,3.338836964,2.510802335,5.224548762,8.407600031
,,,,,,,,,stdev,6.61372735,0,4.595509057,6.127557633,14.20217976,4.435627572,13.58570235,2.300312782,19.42952237,2.142678979,11.60528209,9.759112297,16.65810107,14.18922192,0,17.0817589,23.53634689,8.741797862,18.38777095,11.12259927,44.24615831,10.3720636,4.393286788,1.598423883,5.31334896,0.2037113053,15.72489648,13.26990098,9.929354421,3.275216394,28.75585351,16.85069842,26.53907265,49.59241662,,1.072805006,0.4440834237,1.350311136,10.09670393,1.43484825,1.440211501,2.599851044,0.7241917716,1.673666609,0.6046508406,1.27419153,3.670633053,121.369326,37.62441282,7.704404047,15.23534364,124.6151494,46.52681284,30.49174289,4.723260189,16.28947869,1.117276339,1.071289846,0.5899774931,9.957832388,0.0763559388,1.62760255,0.4914226418,0.3409511081,0.08657735564,1.370742363,2.746053898,3.769690791,4.067910939,,0.3804656163,0,0.3696995762,0.3207310908,1.41684394,0.2434246466,0.7438447672,0.1098831372,1.076343202,0.1057824776,0.939718923,0.4366858597,0.9680417853,1.099279951,0,1.426764533,0.9138027898,1.868672658,1.327493691,3.816675604,4.677030672,0.2829099478,0.1386441867,0.2811656914,0.1489172462,0.9815865486,0.7957909574,0.5267523212,0,1.793047666,0.7876466355,2.496306375,4.040052159,5.361289082